timestamp,market,yes_qty,yes_avg_cost,no_qty,no_avg_cost,completed_pairs,unmatched_qty,unmatched_side,avg_pair_cost,total_capital,winner,pair_profit,gamble_result,net_pnl,num_buys,cumulative_pnl,fills_attempted,fills_rejected,rejection_rate,dead_zone_blocks,cap_exhausted_at_s,max_unhedged_usd,avg_hedge_time_s,sniper_fills,value_fills,panic_fills,avg_slippage_cents,mode
2026-03-03 11:20:00,BTC Up/Down 5m — 11:15-11:20 UTC,14,0.4140,0,0.0000,0,14,YES,0.0000,5.80,NO,+0.0000,-5.7961,-5.7961,3,+0.5276,97,94,96.9%,45098,N/A,5.80,N/A,0,3,0,+0.00,PAPER
2026-03-03 11:25:00,BTC Up/Down 5m — 11:20-11:25 UTC,2,0.9996,13,0.4005,2,11,NO,1.4001,7.21,YES,-0.8002,-4.4055,-5.2058,4,-4.6782,156,152,97.4%,46337,N/A,5.21,275.9,0,3,1,+0.00,PAPER
2026-03-03 11:30:59,BTC Up/Down 5m — 11:25-11:30 UTC,5,0.3754,0,0.0000,0,5,YES,0.0000,1.88,NO,+0.0000,-1.8770,-1.8770,1,-6.5552,1,0,0.0%,38424,N/A,1.88,N/A,0,1,0,+0.00,PAPER
2026-03-03 12:08:09,BTC Up/Down 5m — 11:30-11:35 UTC,0,0.0000,12,0.3141,0,12,NO,0.0000,3.77,NO,+0.0000,+8.2303,+8.2303,2,+1.6751,93,91,97.8%,5997,N/A,3.77,N/A,2,0,0,+0.00,PAPER
2026-03-03 12:15:00,BTC Up/Down 5m — 12:10-12:15 UTC,0,0.0000,12,0.4264,0,12,NO,0.0000,5.12,YES,+0.0000,-5.1167,-5.1167,3,-3.4416,67,64,95.5%,57841,N/A,5.12,N/A,0,3,0,+0.00,PAPER
2026-03-03 12:20:00,BTC Up/Down 5m — 12:15-12:20 UTC,11,0.3271,10,0.9906,10,1,YES,1.3177,13.50,NO,-3.1775,-0.3271,-3.5046,7,-6.9462,31,24,77.4%,71788,N/A,3.60,264.6,2,0,5,+0.00,PAPER
2026-03-03 12:24:56,BTC Up/Down 5m — 12:20-12:25 UTC,24,0.4495,22,0.5625,22,2,YES,1.0120,23.16,NO,-0.2637,-0.8990,-1.1627,13,-8.1089,328,315,96.0%,64809,284,5.20,191.9,2,1,10,+0.10,PAPER
2026-03-03 12:30:00,BTC Up/Down 5m — 12:25-12:30 UTC,8,0.6759,8,0.4468,8,0,NONE,1.1227,8.98,YES,-0.9815,+0.0000,-0.9815,5,-9.0904,223,218,97.8%,92083,N/A,1.79,134.2,0,3,2,+0.00,PAPER
2026-03-03 12:35:00,BTC Up/Down 5m — 12:30-12:35 UTC,13,0.4060,2,0.9906,2,11,YES,1.3966,7.26,NO,-0.7932,-4.4658,-5.2590,4,-14.3495,95,91,95.8%,63778,N/A,5.28,256.7,0,3,1,+0.00,PAPER
2026-03-03 12:40:06,BTC Up/Down 5m — 12:35-12:40 UTC,25,0.3720,32,0.4442,25,7,NO,0.8162,23.51,NO,+4.5955,+3.8904,+8.4859,13,-5.8636,289,276,95.5%,51257,242,5.28,140.6,4,4,5,+0.07,PAPER
2026-03-03 13:44:14,BTC Up/Down 5m — 12:40-12:45 UTC,13,0.4232,3,0.6392,3,10,YES,1.0624,7.42,NO,-0.1873,-4.2325,-4.4197,4,-10.2833,51,47,92.2%,2596,N/A,5.50,3839.7,0,3,1,+0.00,PAPER
2026-03-03 15:42:12,BTC Up/Down 5m — 14:40-14:45 UTC,17,0.2319,2,0.7687,2,15,YES,1.0006,5.48,NO,-0.0012,-3.4792,-3.4805,3,-13.7637,207,204,98.6%,9900,N/A,3.94,3655.3,2,0,1,+0.00,PAPER
2026-03-03 16:43:12,BTC Up/Down 5m — 15:40-15:45 UTC,2,0.8373,10,0.1918,2,8,NO,1.0291,3.59,YES,-0.0583,-1.5346,-1.5929,2,-15.3566,321,319,99.4%,10107,N/A,1.92,3654.4,1,0,1,+0.00,PAPER
2026-03-03 18:15:00,BTC Up/Down 5m — 18:10-18:15 UTC,10,0.1918,10,0.9906,10,0,NONE,1.1824,11.82,NO,-1.8244,+0.0000,-1.8244,6,-17.1810,63,57,90.5%,48925,N/A,1.92,188.5,1,0,5,+0.00,PAPER
